label,volume_um3,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x,solidity,extent,major_axis,intermediate_axis,minor_axis,elongation_ratio1,elongation_ratio2,sphericity,timepoint
41,864.150557066,26.17439719992168,198.53802937145093,279.7077711963971,18.877,191.404,272.619,32.486,205.452,288.423,0.7609894203546417,0.2860103046594982,14.339970935765471,11.981272200257319,8.112052076516935,0.8355157938552513,0.5656951546731926,0.8047357142467484,0
42,2796.17935295,18.011326535552193,169.77221854765506,292.31312444780633,4.39,163.308,280.521,38.632,179.99,308.178,0.5001816090562383,0.17699162436004542,27.257498786985202,23.556378194579406,11.492479541337808,0.8642164264105923,0.42162634331016424,0.5555184537719212,0
43,126.73756946200001,17.1544085447263,115.80984112149532,284.45060680907875,10.975,113.262,281.838,23.267,119.408,287.106,0.7985074626865671,0.31845238095238093,11.271377656652911,4.817758282085164,3.6481149193038878,0.4274329570743724,0.3236618477733815,0.8240472422941991,0
1,574.633893048,22.54761395759717,90.48952134864547,41.4678546819788,15.804,86.483,36.876,29.413,95.263,46.534,0.9065670048051254,0.4979472140762463,12.649671277065105,8.541571580476058,7.509670606421592,0.6752405966440116,0.5936652772975407,0.96081110655633,1
2,1416.364252579,22.57526229018577,103.34119264082194,46.46959620094379,14.926,96.141,38.632,30.291,110.18900000000001,57.509,0.7842319763901251,0.3476121262458472,19.99798687714968,13.390977268576707,8.686378942598521,0.6696162644189778,0.43436266840058024,0.8077409716899056,1
3,1105.019622659,22.686562744047162,86.26442431666794,58.110948625679505,15.365,79.459,48.729,29.852,92.19,66.289,0.795383959563973,0.34119644723093,16.302225506395125,13.03154202064152,8.162426045520236,0.7993719640014448,0.5006939722627586,0.8142285500792573,1
4,2082.794048742,23.39958449102283,82.93949000731172,76.54881054512958,15.365,74.191,65.411,30.73,93.507,85.605,0.7807554470203927,0.34751552795031054,20.722556321939287,13.414631306741185,11.761722435903831,0.6473444249992898,0.5675806716689444,0.8201350645931706,1
5,618.45903389,21.894689603283176,43.04169794801641,76.36846402188782,15.804,38.193,71.118,28.096,48.29,82.093,0.8895108298856169,0.4540372670807453,12.083114122532665,10.31764021093629,7.285566717421992,0.8538891635307732,0.6029543910237364,0.9266742202428107,1
6,777.261716053,22.53770665070208,72.07661314901492,89.50300653096767,15.804,66.289,83.41,28.974,79.898,95.702,0.7997736571776791,0.35280337941628265,12.802036838379022,11.40813486749182,8.755458323774809,0.8911187345822622,0.6839113521003908,0.8607234270665165,1
7,812.880218552,21.663014258950874,50.93542277268943,91.35152279350541,14.048,45.217,86.922,28.974,56.192,97.019,0.8981117965974948,0.49145780051150895,14.31018539205766,9.683163214791746,8.435187015411772,0.6766623177478908,0.5894533707504175,0.9342641860463927,1
8,246.19915029,20.340484192439863,58.53318247422681,108.9763945017182,14.926,55.314,106.238,25.901,62.777,112.823,0.8754512635379061,0.45647058823529413,10.76626136316424,6.966588555507733,4.7688948804021525,0.6470759273356735,0.44294808750588965,0.9201398372603847,1
9,695.872168775,22.127147841945288,75.33634966565349,112.33804510638298,14.487,70.24,107.994,29.413,81.654,117.213,0.8889969736273238,0.44306184012066363,13.792786926740414,10.573349426080767,7.0048298255053805,0.7665854248485457,0.5078618166662856,0.9037273831578535,1
10,1035.55931256,20.28997745098039,44.46349093137255,114.06414338235294,13.609,34.242,110.628,26.779,56.192,118.53,0.8223595807578608,0.4533333333333333,22.264332533690062,12.94345796368312,5.447171111886268,0.5813539635242722,0.2446590798823045,0.7382323653395269,1
11,891.2240031460001,22.875258970951208,87.19071767609645,117.2234186443896,15.365,82.093,111.94500000000001,30.291,93.507,123.359,0.8621000081839758,0.4583188304907762,14.48439761553686,10.213984207819044,8.907669066723997,0.705171487205163,0.6149837434156793,0.9077272261577869,1
12,111.170337966,15.987083713850836,97.58094672754946,125.1941803652968,11.853,94.385,121.603,20.194,100.97,127.749,0.7666277712952159,0.3293233082706767,7.739357892786556,6.8816020254762265,3.321890793293113,0.8891696340713487,0.4292204649676779,0.8471344959345817,1
13,596.123440874,29.274558614816918,135.38502057905194,130.2746518592109,22.389,128.188,127.31,35.998,143.114,134.334,0.8679477703867948,0.4178130929791271,12.790927608520324,11.356180890529675,6.021239807484432,0.8878309093833874,0.47074301346788555,0.8606805941506495,1
14,3095.087118577,15.461468878987509,113.25904797310227,140.33151064702184,6.146,94.385,128.627,27.218,133.895,158.04,0.4690849874339642,0.12639234383637368,48.92705075920409,15.31054349291615,9.442998201631442,0.31292594291586134,0.1930015820513162,0.501776017440184,1
15,199.49745580200002,28.635534351145036,123.27447667514843,140.12477862595418,23.267,119.847,136.529,33.803,127.31,144.431,0.8457675753228121,0.32107843137254904,10.033508988534214,5.966762452149488,4.9840679353710975,0.5946835208866611,0.49674226046606806,0.8990060535697811,1
16,1799.1997010540001,19.62238756700837,84.8594885733095,146.82330847361985,10.975,76.386,137.846,28.096,93.946,155.406,0.8529942641691067,0.3408012820512821,19.71659730913673,13.778447165469277,10.17777231677013,0.6988247997074172,0.516203285850633,0.8587126167536312,1
17,124.960874563,13.175350033852403,107.32524576844955,151.35959106296545,8.78,105.36,147.504,17.56,110.628,154.967,0.8187361419068736,0.3620098039215686,8.393607520420726,6.72086554623687,3.3650331866432426,0.8007123909339031,0.4009042808418771,0.8666433225302592,1
18,215.910732488,27.504244514106585,114.8585356583072,151.3607319749216,22.389,111.506,147.504,32.047,118.53,156.284,0.8055555555555556,0.3625,9.961152387895993,8.17111565514932,4.110353423540992,0.8202982282530097,0.4126383437859629,0.8389737953176973,1
19,8245.048794626,18.378245295216203,112.39377968066985,176.65466490857227,4.829,99.653,150.577,35.559,127.31,193.16,0.5415043701970895,0.22781868761250204,38.539563565790075,24.284206435144174,19.371201357385292,0.6301110907415731,0.5026315703943331,0.6127650531164197,1
20,977.266798969,26.541656479958444,169.3255418578478,155.88885819409575,19.316,162.43,150.577,33.803,175.161,163.308,0.8864927091327706,0.4162072568731308,13.69491107729806,12.838618252192445,8.337688741152057,0.9374736484032317,0.6088165665400613,0.8971405676103716,1
21,1611.208459836,23.684446492333542,187.6047274732199,162.74491173072883,11.853,179.551,154.967,33.803,197.55,172.088,0.6314951752495275,0.23819887429643527,23.733323553761448,13.324587814286906,9.891478899875572,0.5614294931809126,0.4167759680800328,0.693576289334985,1
22,1444.114534811,17.31139879313375,83.63815449059699,164.148732966196,7.463,76.825,156.723,27.657,91.312,172.527,0.6968645382542663,0.31234445908358954,19.572120477690845,12.96767950333264,9.494084259860609,0.6625587410476941,0.4850820467144773,0.7561970831459836,1
23,1488.19348921,13.888672200113701,150.98887134735645,182.4663942581012,5.707,143.553,175.6,21.95,158.479,188.77,0.8460798460798461,0.4660837307896131,14.91646688303893,13.15904118196036,11.297470441129418,0.8821821739116461,0.7573824639382557,0.9021611214601098,1
24,1209.252390067,18.937507241306935,70.95165115790947,186.6520929825789,10.975,64.972,180.429,26.34,78.142,194.477,0.8633123942981397,0.42538690476190477,14.23379682184804,13.226769607557854,9.291109409363601,0.9292509773116574,0.6527498969988313,0.9068633557678424,1
25,703.2327619280001,19.2689416506256,58.53646703561117,188.14582988450434,13.17,50.924,182.624,25.023,65.411,195.794,0.8031693883467002,0.31096146651702206,17.27475927453448,11.310802307592887,5.796353404930004,0.654758895787721,0.335538881486741,0.7817337859372046,1
26,570.911294212,10.992435091879075,121.67228497332543,196.3551106994665,3.512,117.213,190.087,17.999,126.432,202.818,0.8424469413233459,0.33577150818530127,13.609033017337502,10.645565114518753,5.8104222690325384,0.7822425811559587,0.4269533523528258,0.8428303586393816,1
27,78.17457555600001,12.594168831168831,95.01546861471861,194.53211255411256,8.78,92.629,192.721,16.682,98.336,197.111,0.8516129032258064,0.39487179487179486,7.693713800046981,4.612483213731196,3.2809585836626667,0.5995132303599635,0.42644666398204617,0.9280392578367306,1
28,98.39505559700001,11.749572656921755,111.83402321582116,196.2854686156492,7.024,109.75,193.599,16.243,114.14,199.306,0.8342898134863702,0.426007326007326,8.135411348996136,5.027729287519209,3.4450947396713976,0.618005540449974,0.4234690284095472,0.9224175344915112,1
29,934.287703317,26.488201756768994,165.7630686407679,200.22884216245586,19.755,157.162,194.477,32.925,173.844,208.525,0.7642214532871973,0.3027138157894737,18.319752839074816,11.854179251079326,6.754267334479468,0.6470709160330563,0.3686876888466019,0.7783849468640133,1
30,11593.611052127,21.597494209424006,123.09794440025397,241.7382350090854,0.439,107.116,197.989,41.705,142.675,275.253,0.2500520055910572,0.10225854884542827,66.41270104084138,37.123050092761325,19.735554131571764,0.5589751585307757,0.29716535876827416,0.3406703516572003,1
31,1128.708887979,24.825629338130575,112.9014480923469,208.1595450865752,9.219,106.677,200.184,34.681,118.53,215.988,0.7139569731349673,0.23664325244785014,23.501308099719935,13.241368174156527,6.317701088244337,0.5634311127691792,0.2688233804449219,0.6918702107035793,1
32,616.343920915,7.4520927934111185,124.94434138641044,212.05351146190804,0.0,119.408,208.086,14.487,130.383,217.305,0.848177901967633,0.42049062049062047,14.613032649670355,9.607597989484951,6.708746009715156,0.6574677700252508,0.4590933429459281,0.8642406361305337,1
33,1469.495890511,22.485069952213713,162.31497386147734,226.80331308653348,10.097,155.845,212.037,33.803,170.332,238.377,0.5725540611814346,0.1624485596707819,30.609833677066423,13.54625140237137,7.800633014019905,0.4425457369446776,0.25484075138455636,0.5793726420401227,1
34,752.895614581,21.39586054612878,95.36876649061692,223.04298011012474,13.17,89.556,218.183,28.974,101.409,228.28,0.8576522744795683,0.3980586867060297,15.063265869287564,9.70536985471402,7.868816979837974,0.6443071468652931,0.5223845245858453,0.8756658880640819,1
35,187.14519602800002,23.426762658227847,203.99806057866184,246.0531491862568,18.877,200.623,241.889,27.657,208.086,249.791,0.8129364204336641,0.361437908496732,9.394681824475066,7.633283732983335,4.0391921326267735,0.8125111499888236,0.4299445375684627,0.8605516916661914,1
36,636.987423551,8.24146845530615,135.94656262451855,267.4944956833577,1.317,131.261,262.083,14.926,140.48,273.497,0.8995221027479092,0.4448186222379771,12.770169364094679,10.739132085179047,6.767782542998138,0.8409545542421537,0.5299681116232345,0.9132113254312958,1
37,6654.230023869,23.154703385843792,124.83276538124119,294.07840908570773,8.78,111.506,273.497,41.705,135.651,308.178,0.48247707266202494,0.24135327963176065,41.3271499131747,23.359787825093647,15.613945426257274,0.5652407164338901,0.377813264622918,0.5464032675037321,1
38,831.324003694,9.659340321595767,164.371411154081,277.90455821290453,1.317,156.723,273.497,17.999,170.332,284.033,0.8349762066621346,0.3475523486134692,16.11954997830167,11.310903823405877,7.106518228719403,0.701688560699979,0.4408633143161813,0.8309030704917988,1
39,894.692788425,26.042642364066193,198.752175035461,279.5450293144208,18.438,190.087,273.936,32.486,205.891,286.228,0.7996219281663516,0.32784598214285715,14.608600033700677,11.850919953622252,8.018155252155065,0.8112289970485389,0.5488654103512951,0.8290065380320683,1
40,133.590535501,16.8212900569981,115.65550918302722,284.3190867637745,10.975,113.262,281.399,22.828,118.969,287.106,0.8031536113936928,0.3460442691211922,11.248471201635189,4.757480270307215,3.8185686038480755,0.42294461042987075,0.33947445260765485,0.8379840022690155,1
41,2255.0488494260003,19.974055301268102,170.88700048773168,293.0812192166279,9.658,163.308,283.155,38.193,183.063,308.178,0.44574887952371395,0.15986804618383565,26.98633161389048,23.26960588747801,10.66620481912127,0.8622737695663909,0.39524471023809443,0.526871950244113,1
1,1919.168908996,22.336495723858224,98.66184389878329,43.772851789807795,14.487,86.044,37.315,30.73,109.311,53.997,0.6642459736456808,0.30440967283072545,26.173250427230577,14.121206867163298,10.318420988850226,0.5395282067248183,0.3942353670415719,0.703905080991845,2
2,1194.1081811660001,23.006505101317842,83.24670469037834,54.39621815218932,15.804,76.386,44.339,29.413,90.873,63.655,0.7825460190729652,0.31356082822358483,20.712047569101212,12.30538048916159,7.201881877712104,0.5941170445899848,0.3477146261703292,0.7878004659814146,2
3,689.865247926,23.043623620309052,71.14739587932303,62.06670726024038,16.243,66.728,55.753,29.852,76.386,68.045,0.8746111766598734,0.4270004189359028,13.215944236079677,10.684485363612584,7.356680048939688,0.8084541802502327,0.5566518681923511,0.8944393013558667,2
4,617.189966105,21.80466963673749,42.8290084989719,74.97151130911583,15.804,38.193,69.801,28.096,47.412,80.776,0.9148482568347128,0.4962585034013605,12.21382093725159,9.61013890587838,7.431916414768427,0.7868249383424232,0.6084841470126211,0.9595636313461836,2
5,1330.5752703130001,23.770090036243403,84.62073224391175,78.8548620843136,16.243,76.825,72.435,31.169,92.19,85.605,0.8983263837322214,0.44053221288515404,14.112457183634051,13.228679730068254,10.120712759289644,0.9373760754724771,0.7171474554428723,0.9435547693773817,2
6,799.428100031,22.72917970155572,75.92116827177479,92.06808910995873,15.804,70.679,86.044,29.413,81.654,98.775,0.8015778758059043,0.42042269187986653,11.803598095730349,11.07560012124134,9.779426985136142,0.9383240628336589,0.828512365960139,0.876910718395981,2
7,1650.295747614,21.98123818312314,64.04513970060493,95.24760596739465,14.048,55.753,87.361,29.413,71.557,105.36,0.8289842753931151,0.3775842044134727,19.252802361883425,14.28451127817307,9.608377159679073,0.7419445236945585,0.4990638234931283,0.8324258782204998,2
8,265.488980622,20.914754620777565,54.818201402166984,106.04270235818993,15.365,50.046,101.409,25.901,59.704,110.18900000000001,0.8467350242849433,0.29715909090909093,11.395665513767216,9.702225362016435,3.6682979096615504,0.8513961163825913,0.32190291170180835,0.792753180240547,2
9,922.866093252,20.796035295196187,34.06572387238724,111.12398789878988,13.609,28.974,104.921,27.657,41.266,117.652,0.8972608373776425,0.41979679802955666,13.916413138323119,11.609252873069236,8.390054953273161,0.8342130086020221,0.6028891834325159,0.9188611679745121,2
10,885.386291335,23.463071285236502,94.3223696129957,111.00990692785476,15.804,88.678,105.799,31.169,100.092,117.213,0.8826754385964912,0.4423076923076923,14.550266897606992,10.666593635075873,8.347142835663078,0.7330857715627301,0.5736762696109643,0.9126117333868866,2
11,1684.729786847,16.948380605634508,100.94129623863807,132.67978591874655,7.902,91.751,125.554,26.34,111.06700000000001,140.919,0.67148878772551,0.30786951144094,19.672632459060623,14.233045386925717,10.213114095707192,0.7234947034437379,0.5191534034380508,0.743784832842669,2
12,451.618922422,28.12955414012739,121.0385009366804,131.4973593106032,21.95,117.213,126.432,34.242,126.432,136.09,0.8122337188070603,0.4126468769325912,11.76173945813327,7.978807544760375,7.396792916079637,0.678369689548174,0.6288859689852029,0.870316907771042,2
13,601.199712014,29.18553053757388,135.26933070644526,130.15361539544045,21.95,127.31,126.871,35.998,142.236,134.334,0.8664796975978539,0.38419117647058826,12.936743932830547,11.184949413578785,6.110434660796882,0.8645876792222731,0.4723317314250901,0.8658019840155047,2
14,1472.541653195,13.867254582016662,121.39572036771044,143.80404090778512,5.268,109.311,136.09,21.072,133.017,153.65,0.5346665437901269,0.22382973251028807,29.978187082780497,13.764777124340302,8.977106046731501,0.4591597579376908,0.2994546008383529,0.5985742074872727,2
15,1225.665666753,18.49233333333333,83.60409090909091,146.75675757575758,11.414,76.825,140.041,25.901,89.995,154.089,0.8905760127866232,0.45729166666666665,14.031271885701932,12.285981091261682,10.541773346766721,0.8756142131192878,0.7513056145329876,0.9260161170308225,2
16,9601.597652272001,17.371534972860566,113.33504030382066,178.63163293035387,3.512,100.531,150.577,35.559,127.31,203.257,0.49558944261035126,0.2123811662549592,43.64597646289324,25.548969228929167,21.937404972900403,0.5853682584155332,0.5026214728304007,0.5683536188628265,2
17,82.06638343,27.65654742268041,112.93161855670104,154.2655051546392,24.145,110.628,151.894,31.608,115.896,157.162,0.8629893238434164,0.39624183006535946,7.25858400479868,5.793154169024152,2.8089623467709077,0.7981107837553818,0.38698489194502556,0.9081716721562577,2
18,752.387987467,26.282144608118745,155.37243202518835,158.65073968289667,18.438,150.138,153.211,32.925,161.991,164.186,0.8749508067689886,0.3992368125701459,13.684615999427324,11.12818992533248,7.466266565016447,0.8131897837541202,0.5455956210484019,0.8937231105927378,2
19,646.37852516,20.23893429319372,98.07254253926702,158.99867486910995,12.731,93.946,154.089,27.218,102.726,164.625,0.8854891052387576,0.4823232323232323,13.690919315406141,9.71296288028447,7.164716302203404,0.7094456300940033,0.5233188610016187,0.9090446234713396,2
20,1471.526398967,17.263404300580692,84.04236393951591,163.7648194676019,7.463,76.386,154.967,27.657,91.751,172.966,0.679838961851157,0.2634903802454174,21.200306001565952,13.65196604308437,8.3968190721655,0.6439513675923344,0.3960706544304253,0.7252237890837292,2
21,1633.797866409,23.536137848894413,184.3373071306509,164.77833514577185,11.414,177.356,155.406,33.364,190.965,177.795,0.6613356164383561,0.24428842504743833,26.794719521148952,12.63520842312046,9.321136481944404,0.4715559128412427,0.3478721422923376,0.6948819770644196,2
