label,volume,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x,solidity,extent,major_axis,intermediate_axis,minor_axis,elongation_ratio1,elongation_ratio2,sphericity
40,270.649856281,28.03740262582057,112.60096123788685,208.9376517661769,23.267,108.433,202.379,32.925,116.774,214.671,0.8125476250952501,0.27332535885167464,11.868108767890583,8.334493112495313,3.9555525815684773,0.7022595828447797,0.3332925792077595,0.810710677260895
41,203.727681752,6.944877906976744,124.71647259136212,211.51796636212626,0.439,121.603,208.964,12.731,128.188,214.232,0.8991784914115011,0.4777777777777778,11.165486212442051,5.616973825927954,4.651939766529409,0.50306576167447,0.4166356644053357,0.9311531335195938
42,62.353530503,11.140592944369063,113.70814789687924,220.3601302578019,7.902,111.06700000000001,218.622,14.487,116.774,222.13400000000001,0.8847539015606243,0.4724358974358974,6.356731370029601,4.248735044878074,3.3783097890368348,0.6683836074794347,0.5314539174904764,0.9890094170131178
43,310.752398287,21.507294854342497,95.6556259188674,222.88028804791725,15.365,92.629,219.061,27.218,100.531,226.963,0.8662735849056604,0.41986739826246,11.376550422282438,7.901455851279964,5.30356587259817,0.6945388151933952,0.4661840079581991,0.8888819639546708
44,463.63276412,25.976543248175183,126.13094854014598,223.31249069343065,19.316,123.359,216.427,32.486,129.944,230.036,0.8286707999395131,0.392831541218638,12.466899984806037,10.381855188035242,5.503226503297949,0.8327535474486896,0.4414270195481615,0.8305158502658785
45,297.131070728,18.89325,160.962875,222.8185,12.731,158.04,219.061,25.462,164.186,227.402,0.8828557063851181,0.4552761213378273,11.742597352858915,7.007678515294385,5.339299228150551,0.5967741467000278,0.4546949084352805,0.9118684771795544
46,450.603668194,9.902887157341345,124.97199117536611,229.7673742020278,3.073,117.652,223.012,16.682,132.139,234.426,0.601264393768345,0.2002406195954583,13.761189436200922,10.164837695098566,5.7722408800708545,0.7386598187768856,0.419457991391797,0.664382091075027
47,375.64406436,15.449636036036036,118.00913243243242,232.2975421171171,8.341,114.14,224.768,21.511,123.798,237.06,0.6680710201625037,0.24025974025974026,11.746096169848922,8.135675006036353,7.082927536993902,0.6926279921766547,0.6030026857071955,0.7557565433236645
48,234.100704073,26.63922443079147,164.96833068305023,233.40981098662814,21.511,161.113,229.158,32.047,169.893,237.06,0.8529593094944513,0.32025462962962964,10.775575059496322,7.175699714353212,4.533074697372005,0.6659226699951754,0.4206805365229289,0.880585614591458
49,63.537993769,27.99954860186418,115.68906790945407,237.0506471371505,23.706,112.384,234.426,31.608,118.091,239.694,0.6864716636197441,0.2674501424501424,7.410585360822273,5.402125132970717,2.563355094489374,0.7289741457578057,0.34590453650815867,0.7656625315311387
50,156.09533755500001,19.035230352303525,112.65858319783197,238.49573224932246,13.17,110.18900000000001,236.182,24.584,115.457,241.889,0.8951965065502183,0.45488165680473375,10.375651648397596,4.935624381045998,4.2968144464814575,0.47569295387902216,0.4141247790585811,0.9427211210661219
51,429.621747482,33.896799724300905,126.7935395825128,244.09108901142181,28.096,122.042,239.694,39.949,131.261,248.913,0.8897844752058875,0.4264718232972201,10.915471833264556,8.713426017419136,6.507351097640802,0.7982637993591121,0.5961584800951851,0.9360473557795578
52,28.511722903000003,22.84884272997033,203.84580712166172,245.7970118694362,20.633,201.94,242.767,25.023,207.208,248.474,0.658203125,0.21602564102564104,7.417013353696964,3.517291633885224,2.201837274155183,0.47421940155090214,0.2968630591797021,0.7617564401788312
53,212.35734269,12.345169721115537,125.81600079681274,248.7562892430279,6.585,122.481,244.523,17.999,129.944,258.571,0.5352953721475795,0.177460407239819,11.890781484723776,10.661333686095551,3.687375162207354,0.8966049624065743,0.31010368552685685,0.5724358431620891
54,640.033186235,21.00944322538004,124.65940330469267,250.67346834104427,14.048,122.042,236.182,27.218,129.505,262.522,0.591570222083203,0.24722222222222223,21.18698778633372,11.091805159840257,5.341176941596462,0.5235196844260619,0.2520970416116297,0.5728858342515878
55,45.348022184,31.40815671641791,120.65456343283583,259.9125708955224,28.096,118.091,258.132,35.12,122.92,262.083,0.8145896656534954,0.3383838383838384,6.32299421966413,4.4053434570609316,2.5266433737136773,0.6967179320456406,0.399596027757857,0.9050898136142519
56,136.128671071,13.509413300186452,114.8646637663145,261.2522013673089,8.78,112.823,258.132,17.999,116.774,267.79,0.7167037861915367,0.38696488696488696,8.599164451437572,8.047846486883303,3.543016295017787,0.9358870309240217,0.4120186693749624,0.7535314098126812
57,203.389263676,35.4156493344426,133.11232362728785,262.4173631447587,31.608,127.31,259.888,39.51,140.041,266.034,0.7531328320802005,0.3289545703338807,11.556790868987175,6.786028893093735,4.087449620094811,0.587189728534774,0.3536837921904034,0.7964876570574694
58,149.834603149,22.818084697910784,119.91888594014681,264.6785782044043,18.438,118.091,261.205,27.657,122.92,269.107,0.8183918669131238,0.42592592592592593,8.678366840072663,7.460368446120403,3.511867635235973,0.8596511974663125,0.40466918487702097,0.8579260718222852
59,222.42528045100002,8.017385697984025,136.1898562190947,267.2486390262457,3.951,133.456,262.961,12.731,139.602,272.619,0.8650871997367555,0.42678571428571427,9.289235636916011,8.113478819572753,4.221135170718335,0.8734280339847634,0.4544114645927676,0.8988896841787297
60,153.811015542,15.930773927392739,119.87332068206821,270.5152772277228,10.975,117.652,266.034,21.072,122.481,273.936,0.8286235186873291,0.39920948616600793,9.178423410040391,6.364819733359597,3.945435571652404,0.6934545780920328,0.4298598348967474,0.864547629528842
61,287.486155562,9.705543260741612,164.9156856974691,277.8390691583284,4.39,158.479,274.814,15.804,169.454,282.277,0.7797154658100046,0.3075113122171946,12.602668714375667,7.548923810598736,4.948615490777483,0.5989940687711481,0.3926640938464624,0.7998187105042972
62,344.848019444,25.799112365063788,199.18569504416095,279.393558390579,20.633,193.599,274.375,30.291,205.013,283.155,0.782642089093702,0.35629370629370627,10.450291423688101,8.255812297517634,6.353877546396027,0.7900078536378276,0.6080096036358789,0.8419663918075199
63,523.8711816480001,33.019790536175705,128.79424822351422,282.54924806201547,25.023,125.115,274.375,38.193,134.334,292.374,0.6855624446412755,0.2397212543554007,16.631807534985708,9.200705898873146,5.3681526722334585,0.5531993969698767,0.3227642371967883,0.7102155830792742
64,18.020762547,16.030713615023476,115.54150234741783,284.1710892018779,13.609,114.579,282.716,19.316,116.774,285.789,0.8838174273858921,0.46813186813186813,5.56326477270143,2.246395114533296,2.0159240655796262,0.40379079664807743,0.3623634948082341,1.037190107799616
65,699.848581168,24.72893580754352,126.96366126692457,288.1933635154739,15.804,117.652,279.64300000000003,35.998,132.139,295.447,0.5064593154962346,0.15136876006441224,16.634485729077237,12.516464477889986,7.377337493364734,0.75244072355126,0.4434965777432529,0.5714738831714421
66,103.55593125600001,31.911785130718954,169.84314624183008,288.78130147058823,26.779,166.381,286.228,36.876,173.405,291.496,0.8400823610157858,0.27717391304347827,11.10992697224513,3.821523002837281,3.4933317081279096,0.3439737283948155,0.31443336368051444,0.8714152030084498
67,306.26835878,17.438850552486187,173.53827651933702,288.7863270718232,11.853,169.454,284.472,22.828,179.112,292.813,0.8221667045196457,0.3464114832535885,9.852517978223483,7.191072838088859,6.422989597640647,0.7298715773960442,0.6519135120420031,0.8907458196466389
68,334.695477164,18.170782608695653,167.68235313447926,298.9744249241658,12.731,165.50300000000001,293.252,24.145,169.893,308.178,0.8168490604996903,0.4475113122171946,13.392286041094508,9.9601075935689,3.872646610757272,0.7437197475476631,0.28916994446459515,0.7379016055450301
69,1502.2378393640001,18.57413054742059,123.67734669970713,300.64844289254336,10.975,117.652,287.545,29.413,132.578,308.178,0.6033299354400272,0.264556886584421,18.97355502881751,14.544453373544176,10.907006934709312,0.7665644815351522,0.5748531004412971,0.663879789255412
70,23.858474358000002,35.714673758865246,129.93932978723404,307.44789007092197,32.925,127.749,306.861,39.071,133.456,308.178,0.8623853211009175,0.5164835164835165,5.777149410233715,4.946769497890753,1.2616182318598164,0.8562647677292167,0.21838075186786238,0.7488440896227454
