label,volume_um3,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x,solidity,extent,major_axis,intermediate_axis,minor_axis,elongation_ratio1,elongation_ratio2,sphericity
12,7748.843290691,18.100792169365317,112.40804724366463,176.30183728395332,3.951,99.214,149.699,35.998,127.749,192.721,0.4228759014894776,0.19696135566977055,43.156168155613834,26.300550171009995,18.537144199729106,0.6094273726104381,0.42953637896875607,0.5172846552373159
13,3282.824546238,24.928303077160972,185.99815205401785,164.56751432915829,10.975,176.478,154.528,40.388,195.355,176.478,0.6274275180699513,0.26936480388753903,29.065412528738477,17.59360175465332,11.110689019706477,0.6053105813398525,0.3822649690150024,0.655894768013325
14,2116.212833747,16.87112821332907,82.14261631951385,165.11268612321592,7.024,75.069,157.162,28.096,89.995,172.527,0.698921426176372,0.43790266106442577,18.87746048337955,13.57713129987501,13.249684221850508,0.7192244588104869,0.7018785304048732,0.7703251628363252
15,1437.176964253,27.867907105433567,156.28350897745332,168.76943704008949,17.56,146.187,162.869,37.754,163.747,174.283,0.6733124578857663,0.3550794314381271,20.516638928159033,12.287529369340517,10.020520612806145,0.598905571832037,0.48840946355267806,0.7290863430173414
16,2240.581476677,14.544206094475701,154.24646180568666,181.53658690480685,3.951,144.431,173.844,25.901,162.869,190.087,0.6811296005761168,0.34083655083655084,20.60512218655101,17.05874841955952,10.30610882533662,0.8278887290798881,0.500172177191137,0.7184373529213356
17,3323.1809018010003,19.410798696504493,68.7714696148069,193.78981562667076,9.219,54.436,185.697,30.291,80.776,203.696,0.589500382704747,0.33264735772357723,28.42552875511656,19.70816315972101,11.658003956688239,0.6933261762518161,0.41012443628123585,0.6351340199313467
18,590.116520025,10.533041863799284,122.38489204301074,195.8602118996416,3.512,116.774,190.087,18.877,126.871,202.379,0.6517473369463652,0.3094498669032831,14.144157109219694,11.084610693863983,6.345543073879206,0.783688317958418,0.4486335258354096,0.7113732773846733
19,68.44505587100001,11.923001236093944,102.78080716934487,194.27405067985168,7.024,100.092,190.965,15.804,105.799,196.672,0.6587947882736156,0.23934911242603552,7.364339162812088,4.531818339445006,3.62808943290134,0.6153733877887452,0.4926564831807592,0.7676505365035451
20,832.423862441,27.92011444252465,113.54385415184468,204.63967821933124,21.072,107.555,195.355,35.998,119.408,213.354,0.5016314877128581,0.26141133960359214,17.230398916163164,12.121476509188442,8.381733280717155,0.7034936665231679,0.48645033243278996,0.6023326568514102
21,3377.497002999,23.99123288494777,162.4756143884171,213.99629633526214,9.219,153.211,195.355,36.876,171.21,237.06,0.32915034835305274,0.1626872058194266,49.30418547702092,21.70380820755561,12.45233020326382,0.4402021450627361,0.2525613207638821,0.4137358672928555
22,73.944349606,11.592312356979404,111.79481578947369,198.16329405034324,7.024,109.311,195.794,15.365,114.14,200.623,0.7259136212624585,0.38016528925619836,7.39675323674946,4.362750766553888,3.6433869355240187,0.5898196988481827,0.49256569996447835,0.820857145538131
23,641.133044982,32.269975851148054,130.98380087094222,203.4569773027184,25.901,123.359,196.672,38.632,137.407,209.842,0.6808625336927224,0.27219827586206896,14.844874147411646,10.818203627628419,6.141078545662387,0.7287501072897059,0.413683436092528,0.7356683883407037
24,227.755365148,15.860913447251113,113.45491864784547,207.2473012630015,8.78,109.311,204.574,21.511,117.213,210.72,0.6785984371061256,0.36836343732895455,11.378925899467236,6.826883690252716,4.969705508111672,0.5999585330432947,0.43674645146817903,0.7296756272972953
25,675.14406162,7.358971303258145,125.349243358396,212.56897117794486,0.439,116.335,208.525,15.804,130.822,218.622,0.6272105635463334,0.30039525691699603,14.752504911467064,11.192357668497651,7.493075059786294,0.7586750681098148,0.5079188317342607,0.6747396423687341
26,8986.776612699,21.73666007663268,123.48480938797412,243.9909727172593,0.878,107.116,210.72,41.266,143.553,279.204,0.2028818036484765,0.08917022605472055,62.40270761109234,37.80422431885023,21.53494750144032,0.6058106413339407,0.34509636401758303,0.30407362849300223
27,379.112849639,10.870956706092391,113.50427783976791,220.3674193260433,3.512,109.311,216.427,17.999,119.408,224.329,0.6813136688459784,0.32799004538134974,12.149239945035164,9.266852178711662,5.953158542026269,0.7627515976831619,0.4900025490449756,0.7168011408026663
28,1348.5960328600002,20.40223582183187,98.63826003764116,230.33567120451696,7.902,89.556,225.207,32.047,108.872,238.377,0.5679469821135894,0.21955922865013774,23.16213399894297,13.675421816715641,8.062879109684323,0.59042149645364,0.3481060557741476,0.5795328852968832
29,269.88841561,22.677859247648904,204.79405047021945,235.01252601880879,17.121,200.623,231.792,29.852,208.525,239.255,0.6852846401718582,0.35947712418300654,10.206381237357364,7.432638485818639,5.717041619384877,0.7282344557749537,0.5601438439766858,0.7605285896665176
30,956.369482776,7.956758492569002,136.7137419497523,269.13018497876857,0.439,129.944,262.961,17.56,142.236,275.692,0.6906580314046558,0.35695339143615007,15.381369605726801,12.364388975098302,9.047841178754092,0.8038548771687266,0.5882337796099376,0.7262551061489365
31,4737.176227848,23.571419434919274,125.62074537433921,293.13257493927705,8.341,113.262,272.619,40.827,135.212,308.178,0.4357659291312232,0.18682682682682683,40.99027374392027,21.10739692102149,13.749058637979584,0.5149367153019359,0.3354224644576535,0.5098478203806733
32,1863.499135494,26.62363792790339,198.11464496504132,279.9544217288659,16.682,188.331,272.619,36.876,205.891,287.106,0.6388792203271841,0.36274703557312254,19.996616806654888,16.15640343930336,9.628237019674815,0.8079568456763395,0.4814933002301935,0.6824819706120505
33,3208.457174037,17.227511589273,170.1673185665691,292.2005786198349,3.073,162.43,281.399,38.632,179.99,308.178,0.4482253241457563,0.19187917425622344,27.166144589065755,22.081438415530524,13.776908517923196,0.8128293046197729,0.5071352128291453,0.5297520327933904
34,101.35621376200001,16.982117696160266,115.23786644407345,285.0051761268781,12.292,110.628,282.716,22.389,118.969,287.984,0.5972083748753739,0.2284515636918383,9.514099097031382,5.983468205898699,3.4663089365270547,0.6289053902923587,0.36433391130103143,0.6742117223402451
